node_id,design_variant,material,load_case,component_zone,von_mises_stress_MPa,displacement_mm,safety_factor,yield_strength_MPa,mesh_size_mm,simulation_time_sec,simulation_date,analyst
429,Variant_D,Steel ,Dynamic,Mounting_Hole,239.362,2.7113,1.0444,250,2.72,482.8,2024-06-08 10:05:00,Diana
1243,Variant_D,Steel ,Dynamic,Rib_Section,96.59,1.8179,2.5883,250,5.41,2860.7,2024-02-12 09:38:00,Bob
1244,Variant_B,Ti,dynamic,Rib_Section,174.279,6.4557,5.0494,880,3.51,89.0,06-05-2024,Diana
110,Variant_A,Aluminum,Dynamic,Base_Plate,82.413,0.0017717,3.2762,270,4.83,695.6,2024-12-04 06:27:00,Alice
1503,None, Steel,Fatigue,Weld_Joint,145.119,7.1562,1.7227,250,1.84,234.1,2024-06-30 13:13:00,Bob
817,Variant_C,Cast_Iron,Fatigue,Weld_Joint,162.822,3.2243,1.2283,200,1.61,2826.3,2024-02-16 06:52:00,Bob
1842,Variant_B,Titanium,stat.,Mounting_Hole,275.584,4.1396,3.1932,880,2.26,3204.5,2024-06-10 07:42:00,Bob
1623, Variant_D ,Titanium,Static,Rib_Section,74.629,,11.7917,880,5.86,2339.3,2024-12-22 17:15:00,Carlos
1864,Variant_C,Cast_Iron,Fatigue,Base_Plate,49.725,6.7775,4.0221,200,1.8,1200.6,2024-09-23 16:36:00,Carlos
0,Variant_D,Steel,Static,Base_Plate,99.428,1.3683,2.5144,250,3.44,3261.3,2024-03-26 09:56:00,Bob
1781,Variant_A,STEEL,Fatigue,Rib_Section,55.43,5.4409,4.5102,250,3.58,404.5,2024-09-23 15:55:00,Diana
1180,Variant_B,Aluminum,Static,Rib_Section,98.272,7.8565,150.0,270,1.93,255.0,2024-04-30 12:13:00,Carlos
1483,Variant_C,Cast Iron,Static,Base_Plate,,3.6688,2.7173,200,2.47,485.5,11-Jan-2024,Alice
1985,Variant_A,Steel,Stat,Rib_Section,121.697,1.3129,2.0543,250,3.08,1751.0,2024-08-30 12:30:00,Bob
-9999,Variant_D,Cast Iron,Fatigue,Bracket_Arm,117.265,,1.7055,200,4.57,1252.6,2024-08-20 16:27:00,Diana
447,Variant_A,titan,Static,Weld_Joint,186.389,4.1617,4.7213,880,4.6,3587.6,2024-08-24 01:10:00,Diana
1580, Variant_C ,castiron,Static,Bracket_Arm,155.197,3.1875,1.2887,200,1.07,2458.5,2024-04-28 02:37:00,Alice
1246,Variant_A,STEEL,FATIGUE,Mounting_Hole,198.845,0.1392,1.2573,250,3.28,2142.3,2024-09-08 12:59:00,Diana
702,Variant_B,Aluminum,Fat,Mounting_Hole,204.334,6.6517,1.3214,270,3.17,2767.4,2024-06-14 23:29:00,Carlos
1015,Variant_A,Steel,STATIC,Bracket_Arm,112.526,1.862,2.2217,250,4.57,3248.0,2024-09-21 22:49:00,Bob
1357,Variant_A,Steel,fatiq,Base_Plate,65.662,1.6224,3.8074,250,3.56,281.8,2024-06-24 09:46:00,Diana
271,Variant_C,Cast_Iron,fatiq,Base_Plate,39.836,0.1274,5.0206,200,2.43,1383.4,"June 02, 2024",Alice
1283,Variant_B,Cast_Iron,fatigue,Rib_Section,,3.4857,1.7088,200,1.95,2255.0,2024-03-16 19:18:00,Bob
1424,Variant_D,Titanum,Fatigue,Weld_Joint,149.899,1.4713,5.8706,880,3.34,541.1,2024-11-13 20:03:00,Bob
1605,Variant_C,Steel,Fat,Bracket_Arm,140.993,4.4673,1.7731,250,1.38,2049.6,2024-02-01 22:16:00,Carlos
74,Variant_A,Cast Iron,Dynamic,Mounting_Hole,222.485,2.418,-1.5,200,4.63,2699.0,04/10/2024,Alice
1957,Variant_D,Aluminum,Dynamic,Base_Plate,128.34,1.0078,2.1038,270,4.9,638.7,2024-01-22 21:59:00,Bob
1778,Variant_C,Aluminum,Dynamic,Weld_Joint,225.479,,1.1975,270,1.93,1073.8,2024-01-16 06:36:00,Diana
6,Variant_A,Cast_Iron,Fatigue,Weld_Joint,206.916,6.6316,0.9666,200,4.82,1303.6,2024-07-12 02:35:00,Carlos
593,Variant_B,Aluminum,Static,Base_Plate,81.173,0.6829,3.3262,270,2.05,3544.9,2024-05-09 06:07:00,Bob
1906,Variant_A,Titanium,Fat,Base_Plate,95.236,1.0163,9.2402,880,2.91,705.6,2024-02-12 10:14:00,Diana
176,Variant_B,Steel,DYNAMIC,Base_Plate,87.725,3.6405,2.8498,250,3.4,3044.4,2024-07-07 03:48:00,Carlos
716,Variant_A,Aluminium,Static,Base_Plate,68.049 MPa,6.9362,3.9677,270,3.38,2265.7,2024-07-24 16:21:00,Bob
1114,Variant_B,Cast_Iron,Fatigue,Weld_Joint,200.228,7.2447,0.9989,200,2.89,2870.2,02-Mar-2024,
1427,Variant_D,castiron,Static,Weld_Joint,190.95,4.1902,1.0474,200,4.81,3329.5,2024-04-02 23:06:00,Diana
849,Variant_A,Cast_Iron,dyn.,Bracket_Arm,147.381,2.5357,1.357,200,2.54,1545.4,2024-05-25 08:12:00,Alice
1103,Variant_B,Steel,Fat,Bracket_Arm,126.227,4.2635,1.9806,250,3.29,985.6,2024-08-21 15:02:00,Bob
116,Variant_B,cast_iron,fatiq,Rib_Section,122.202,6.0242,1.6366,200,3.67,596.2,2024-02-16 15:22:00,
508,Variant_D,Titanium,Fatigue,Bracket_Arm,127.124,5.8997,6.9224,880,4.45,161.1,2024-01-14 20:31:00,Carlos
309,Variant_A,Steel,Dynamic,Rib_Section,153.867,7.5744,1.6248,250,2.05,408.1,2024-12-10 23:34:00,Diana
1361,Variant_A,Aluminum,Fat,Rib_Section,121.058,2.3409,2.2303,270,4.38,838.5,2024-09-10 21:34:00,Alice
1505,Variant_A,STEEL,Fatigue,Rib_Section,104.664,7.8531,2.3886,250,3.4,2570.1,2024-08-04 06:18:00,Bob
796,Variant_C,Aluminum,Static,Base_Plate,61.952,5.1316,4.3582,270,2.02,3247.5,2024-12-12 04:13:00,Alice
1296,Variant_D,Cast_Iron,dyn.,Rib_Section,-999.0,4.6611,4.5492,200,5.86,3124.7,2024-07-07 00:07:00,Alice
230,Variant_C,Steel,Fatigue,Bracket_Arm,130.331,0.5767,,250,2.3,938.2,2024-05-26 11:55:00,Alice
1903,Variant_C,Titanium,Fatigue,Base_Plate,70.736,3.0759,150.0,880,1.68,1955.6,2024-04-01 12:39:00,Alice
1723,Variant_D,Cast_Iron,Fatigue,Base_Plate,85.63,3.4722,2.3356,200,3.35,1984.1,2024/12/21 13:46,Diana
3,  Variant_B,Cast_Iron,stat.,Rib_Section,92.773,0.5298,2.1558,200,3.46,3417.5,2024-10-28 08:51:00,Alice
1239,Variant_B,Steel,DYNAMIC,Rib_Section,124.486,2.4741,2.0083,250,2.11,3160.4,2024-06-08 05:46:00,Bob
140,Variant_D,Titanium,fatigue,Weld_Joint,147.294,3.4528,5.9744,880,5.89,917.9,2024-08-26 09:43:00,Bob
398,Variant_A,steeL,Static,Rib_Section,81.031,4.6702,3.0852,250,2.15,70.4,2024-08-21 00:27:00,Bob
232,Variant_D,Titanium,stat.,Rib_Section,,4.5807,7.5142,880,3.22,1860.2,2024-12-20 15:23:00,Carlos
780,Variant_A,Steel,Fatigue,Base_Plate,70.631,4.0361,3.5395,250,3.98,2560.3,2024-02-14 15:46:00,Carlos
424,Variant_C,ALUMINUM,Dynamic,Weld_Joint,348.163,7.1845,0.7755,270,1.08,2921.4,2024-10-20 21:46:00,Alice
1249,Variant_C,Titanium,Fatigue,Rib_Section,92.988,4.2527,9.4636,880,2.36,2468.2,2024-11-21 22:23:00,Alice
299,Variant_D,titan,Dynamic,Base_Plate,104.417,3.081,8.4277,880,5.04,119.9,2024-08-29 17:51:00,Bob
926,Variant_C,Steel,fatiq,Bracket_Arm,178.034,3.9187,1.4042,250,1.67,1637.4,2024-10-25 16:14:00,Carlos
4,Variant_B,Cast_Iron,Dynamic,Mounting_Hole,304.774,0.9851,,200,3.91,1797.8,2024-03-20 06:48:00,Carlos
1092,  Variant_D,Aluminum,Fatigue,Base_Plate,43.65,5.4445,6.1856,270,3.17,237.5,2024-05-25 06:05:00,Carlos
147,Variant_A,Titanium,Dynamic,Rib_Section,137.103 MPa,3.2391,6.4185,880,3.97,1197.5,2024-03-30 06:08:00,Carlos
1355,Variant_B,titanium,Static,Base_Plate,113.195,5.5094,7.7742,880,2.74,1860.5,2024-07-15 02:56:00,Alice
145,Variant_B,Aluminum,fatiq,,243.228,4.9466,1.1101,270,2.61,3132.0,"December 13, 2024",Bob
494,Variant_A,aluminum,Dynamic,Bracket_Arm,90.831,2.7436,2.9726,270,2.77,3462.7,2024-07-27 23:31:00,Carlos
660,Variant_A,Titanium,Stat,Base_Plate,61.427,3.0783,14.3259,880,2.15,3080.2,2024-08-09 12:12:00,Bob
927,Variant_B  ,STEEL,Static,Base_Plate,90.572,2.6245,2.7602,250,2.0,894.6,2024-08-16 21:42:00,Alice
307,Variant_D,Titanium,Dynamic,Rib_Section,69.727,7.7486,12.6206,880,3.71,2185.0,2024-07-12 12:05:00,Bob
902,Variant_A,Steel,Dynamic,Mounting_Hole,252.427,2.4163,0.9904,250,2.32,2094.3 sec,2024-09-28 01:18:00,Diana
937,Variant_B,Titanium,Dynamic,Rib_Section,93.565,6.8362,9.4052,880,1.65,2481.8,2024-03-04 20:42:00,Carlos
1203,Variant_B,Titanium,Fatigue,Bracket_Arm,114.697,1.4259,7.6724,880,3.03,3146.7,2024-09-14 22:43:00,Diana
987,Variant_B,Titanium,DYNAMIC,Weld_Joint,221.027,1.248,3.9814,880,3.93,3061.1,2024-06-01 18:25:00,Bob
404,Variant_D,Steel,Static,Rib_Section,64.945 MPa,3.2963,3.8494,250,3.18,888.7,2024-02-15 23:51:00,Alice
1330,Variant_D,ALUM,Dynamic,Base_Plate,44.306,5.0191,6.094,270,5.07,650.5,2024-01-19 14:57:00,Diana
54,Variant_B,Steel,Fatigue,Bracket_Arm,162.232,0.0041673,1.541,250,2.07,2787.2,2024-07-23 10:17:00,Alice
809,Variant_A,Cast_Iron,stat.,Mounting_Hole,,3.3246,1.1764,200,3.9,2645.8,2024-09-02 14:54:00,Bob
1507,Variant_A,Steel,Fatigue,Bracket_Arm,74.924,3.9506,3.3367,250,4.04,1096.0,2024-02-26 07:07:00,Alice
881,Variant_A,Aluminium,Static,Weld_Joint,168.52,2.7767,1.6022,270,3.44,2367.0,28-Sep-2024,Carlos
1375,Variant_B,Steel,STATIC,Weld_Joint,177.604,7.9433,1.4076,250,3.0,1442.5,2024-08-06 07:29:00,Diana
1256,Variant_D,titan,Static,Bracket_Arm,139.52,2.8765,6.3073,880,4.71,3295.4,2024-09-08 00:06:00,Alice
241,Variant_A,ALUM,Dyn,Base_Plate,109.902,1.3432,2.4567,270,3.29,1567.0 sec,2024-07-17 17:07:00,Carlos
1325,Variant_D,Steel,Fatigue,Bracket_Arm,104.661,,0.0,250,5.86,1432.1,2024-01-04 22:27:00,Carlos
227,Variant_B, Steel,Dynamic,Base_Plate,122.056,4.5785,2.0482,250,3.99,1877.3,2024-06-22 20:11:00,Diana
1173,Variant_B,Cast_Iron,fatiq,Weld_Joint,271.463,2.0633,0.7367,200,3.53,216.3,2024-03-01 04:56:00,Bob
NODE_ERR,Variant_C,Steel,Static,Mounting_Hole,133.975,1.2747,1.866,250,1.19,1656.7,2024-06-23 12:46:00,Alice
1447,Variant_A,Cast_Iron,Fatigue,Base_Plate,53.053,4.1794,3.7698,200,4.67,532.3,2024-01-17 21:18:00,Diana
497,Variant_A,Titanium,Fatigue,Bracket_Arm,109.457,5.0816,8.0397,880,4.54,695.5,2024-05-20 11:52:00,Diana
1106,Variant_D,Steel,Static,Bracket_Arm,109.226,6.6119,2.2888,250,5.83,2640.9,2024-10-28 13:03:00,Carlos
1921,Variant_A,Cast_Iron,Fatigue,Bracket_Arm,94.717,,2.1116,200,4.99,1235.0,2024-04-09 07:38:00,Bob
265,Variant_C,Cast_Iron,Dynamic,Weld_Joint,173.921,6.3136,,200,1.49,3214.0,2024-07-24 01:36:00,Bob
1753,Variant_A,CAST_IRON,Fatigue,Weld_Joint,196.405,2.9576,1.0183,200,3.17,2583.2,2024-06-21 20:47:00,Carlos
992,Variant_D,TITANIUM,Fatigue,Base_Plate,50.54,,17.412,880,3.02,138.6,2024-11-10 13:59:00,Alice
214,  Variant_A,CAST_IRON,Dynamic,Base_Plate,107.21,3.4256,1.8655,200,3.52,609.2,2024-02-22 22:54:00,null
1476,Variant_C,Cast_Iron,Static,Weld_Joint,185.346,4.0373,1.0791,200,2.46,2469.9,2024-04-02 10:27:00,Bob
803,Variant_C,titanium,Fatigue,Rib_Section,91.844,,9.5815,880,2.82,948.8,2024-01-26 04:01:00,Diana
295,Variant_B,Cast_Iron,Dynamic,Mounting_Hole,344.877,,0.5799,200,3.54,627.3,2024-06-03 18:46:00,Alice
1868,Variant_C,Aluminum,Fatigue,Base_Plate,19.668,,13.7279,270,1.91,3582.3,2024-07-26 14:13:00,
364,Variant_A,Cast_Iron,Dynamic,Rib_Section,15000.0,6.3839,2.6446,200,2.55,1341.6,2024-02-24 00:06:00,Carlos
1487,Variant_D,Steel,Dynamic,Mounting_Hole,166.93,0.8392,1.4976,250,3.66,1403.9,2024-12-22 14:31:00,Alice
973,Variant_C,Titanium,fatiq,Base_Plate,54.831,3.8509,16.0493,880,1.69,1810.9,2024-01-10 01:27:00,Alice
1190,Variant_B,Cast_Iron,Static,Bracket_Arm,146.064,4.3895,1.3693,200,3.89,1647.3,2024-04-17 15:14:00,Diana
64,Variant_B	,Steel,Dynamic,Base_Plate,117.143,3.9926,2.1341,250,2.31,340.3,2024-12-05 20:39:00,Carlos
490,Variant_D,Cast_Iron,static,Bracket_Arm,158.882,4.8824,1.2588,200,5.59,889.7,2024-05-21 12:09:00,Diana
948,Variant_B,Steel,Dynamic,Rib_Section,188.35,1.6638,1.3273,250,2.72,3307.9,2024/02/09 03:52,Bob
142,Variant_D,Titanium,Static,Rib_Section,91.21,7.4935,9.6481,880,3.22,170.5 sec,2024-09-04 03:15:00,Diana
380,Variant_B,Cast_Iron,dyn.,Bracket_Arm,163.252,5.2727,1.2251,200,1.91,3355.7,2024-04-05 10:53:00,Diana
358,Variant_D,Aluminum,Dynamic,Rib_Section,120.047,1.1612,2.2491,270,3.56,2257.7,2024-05-23 12:23:00,Alice
1073,Variant_D,Aluminum,FATIGUE,Bracket_Arm,131.32,3.4173,2.056,270,3.3,2194.1,2024-05-24 22:47:00,Alice
1997,Variant_C,STEEL,Dynamic,Weld_Joint,196.544,3.3317,1.272,250,1.46,2152.7,2024-12-07 10:55:00,Alice
1802,Variant_B	,Cast_Iron,Stat,Weld_Joint,181.507,0.9036,1.1019,200,1.54,1148.6,2024-11-07 08:35:00,Carlos
279,Variant_D,Aluminum,Static,Mounting_Hole,184.008,,1.4673,270,3.52,3449.8,2024-10-12 09:14:00,Carlos
1529,Variant_C,Aluminum,Static,Mounting_Hole,188.912,6.4706,1.4292,270,2.88,3315.4,2024-03-14 23:12:00,Diana
1644,Variant_A,Cast_Iron,Static,Rib_Section,119.713,3.0673,1.6707,200,2.95,2219.4,2024-10-12 19:13:00,Bob
1406,Variant_D,Cast_Iron,Dynamic,Rib_Section,155.286,3.7593,1.2879,200,2.71,1855.4,2024-07-13 05:03:00,Carlos
1564,Variant_B,Steel,Static,Weld_Joint,173.383,2.0641,1.4419,250,3.46,2711.2,2024/07/03 13:36,Alice
1924,Variant_B,Steel,dynamic,Mounting_Hole,380.195,6.4125,0.6576,250,2.77,2837.3,2024-03-31 22:27:00,Carlos
995,Variant_C,titanium,Fatigue,Bracket_Arm,,4.1043,6.0492,880,2.88,2431.6,2024-05-11 21:38:00,Bob
1617,Variant_C,CAST_IRON,FATIGUE,Bracket_Arm,64.046,1.7036,,200,2.36,1929.4,2024-08-17 13:14:00,Bob
1888,Variant_B,Cast_Iron,Fatigue,Rib_Section,87.107,7.169,2.296,200,2.59,2497.7,2024-08-03 01:40:00,Alice
1314,Variant_C,Titanium,Dynamic,,182.99,0.2674,4.809,880,1.3,1681.2,2024-04-25 08:00:00,Alice
638,Variant_A,Titanium,Static,Weld_Joint,199.767,4.6613,4.4051,880,2.19,1303.7,2024-03-21 02:17:00,Diana
1183,Variant_D,Titanium,Dynamic,Rib_Section,130.993,5.7487,6.7179,880,5.31,426.6,2024-08-27 13:26:00,Carlos
290,Variant_C,Titanium,Dynamic,Base_Plate,0.664,4.7331,1325.3012,880,2.79,694.5,2024-09-25 15:56:00,Bob
1672,Variant_B,Steel,Dynamic,Mounting_Hole,292.74,7.2478,0.854,250,3.71,1361.4,2024-07-29 09:47:00,Carlos
354,Variant_A,Titanium,dynamic,Bracket_Arm,172.791,0.5085,5.0929,880,4.41,1226.9,2024-11-16 15:38:00,Bob
1890,Variant_C  ,Steel,Stat,Weld_Joint,219.69,1.989,1.138,250,1.82,2476.0,2024-12-31 15:15:00,
223,Variant_B,Ti,Dyn,Weld_Joint,229.56,0.1539,3.8334,880,2.56,3467.2,2024-11-10 11:15:00,
687,Variant_B,Steel,Dynamic,Mounting_Hole,305.872,7.6626,0.8173,250,2.07,307.4,2024-03-05 22:28:00,Alice
397,Variant_D,Titanium,Fatigue,Weld_Joint,167.952,7.4124,5.2396,880,5.15,1528.1,2024-01-24 03:40:00,Diana
240,Variant_B,Titanium,dyn.,Mounting_Hole,224.188,6.8619,3.9253,880,2.19,3302.4,2024-11-28 08:15:00,Alice
1479,Variant_B,CAST_IRON,Fatigue,Mounting_Hole,207.143,3.3645,0.9655,200,3.44,3206.3,2024-04-29 17:04:00,Diana
776,Variant_A,Stl,Dyn,Bracket_Arm,144.847,1.1376,1.726,250,4.24,32.8,2024-03-23 21:18:00,Bob
556,Variant_B,Cast_Iron,Static,Mounting_Hole,161.414,0.8435,1.239,200,2.86,549.5,2024-02-25 13:02:00,Alice
397,Variant_D,Titanium,Fatigue,Weld_Joint,167.952,7.4124,5.2396,880,5.15,1528.1,2024-01-24 03:40:00,Diana
436,Variant_B,Cast Iron,STATIC,Base_Plate,97.691,6.6092,2.0473,200,3.57,2284.3,2024-10-17 01:27:00,Bob
2,Variant_A,Cast_Iron,Static,Weld_Joint,158.993,2.9372,1.2579,200,3.3,1658.2,2024-02-17 06:14:00,Alice
875,Variant_C,Aluminum,dyn.,Bracket_Arm,,2.0189,2.3343,270,1.86,649.7,2024-12-22 11:35:00,Bob
1573,Variant_B,Aluminum,Fatigue,Mounting_Hole,163.621,,1.6502,270,3.28,290.5,2024-12-05 01:15:00,Diana
674,Variant_A,Cast_Iron,Dynamic,Bracket_Arm,168.15,2.7055,1.1894,200,2.69,350.2,2024-05-06 23:18:00,Diana
961,Variant_B,castiron,dynamic,Mounting_Hole,102.121,6.1823,1.9585,200,2.49,640.3,2024-10-12 23:02:00,Alice
1060,Variant_D,CAST_IRON,Fatigue,TBD,80.953,1.0849,2.4706,200,2.99,646.9,2024-09-06 09:39:00,Carlos
1742,Variant_A,cast_iron,Fatigue,Rib_Section,129.929,5.5569,1.5393,200,4.8,646.7,2024-08-04 01:19:00,Diana
209,  Variant_A,Titanium,Fatigue,Bracket_Arm,157.496,4.3142,5.5874,880,2.61,1807.2,2024-11-01 12:09:00,
258,Variant_C,Titanium,Fatigue,Mounting_Hole,177.767,0.6241,4.9503,880,1.7,1817.2,2024-07-23 04:48:00,Carlos
1775,Variant_D,Steel,Dynamic,Base_Plate,59.155,2.873,4.2262,250,5.36,2362.2,2024-05-07 05:36:00,Diana
68,Variant_A,Cast_Iron,Static,Bracket_Arm,135.028,4.5772,1.4812,200,2.77,1029.5,2024-12-22 16:29:00,Alice
476,Variant_D,Cast_Iron,Static,Weld_Joint,173.626 MPa,3.45,1.1519,200,2.5,455.3,2024-07-03 00:27:00,Alice
169,Variant_C,Cast_Iron,fatigue,Base_Plate,78.236,6.8975,,200,1.81,3324.2,2024-08-08 03:50:00,Alice
845,Variant_D,Titanium,FATIGUE,Weld_Joint,216.144,0.9289,4.0714,880,3.96,2510.5,2024-02-19 17:40:00,Carlos
958,Variant_C,Aluminium,FATIGUE,Weld_Joint,154.992 MPa,0.8281,1.742,270,1.68,249.6,2024-02-20 06:58:00,Diana
390,Variant_C	,Titanium,Dynamic,Base_Plate,71.216,6.6201,12.3568,880,2.35,179.6,2024-05-16 16:57:00,Alice
0,Variant_C,Cast_Iron,Dynamic,Rib_Section,,3.8693,1.4793,200,2.46,3196.0,2024-01-01 23:02:00,Carlos
977,Variant_D,Aluminum,fatiq,Weld_Joint,134.141,7.9335,2.0128,270,5.76,734.7,2024-07-19 08:31:00,Diana
235,Variant_D,Aluminium,Fatigue,Rib_Section,79.225,3.0769,3.408,270,5.0,1658.8,2024-06-28 14:02:00,Carlos
1192,Variant_B,CAST_IRON,Dynamic,Base_Plate,74.24,0.0399,2.694,200,3.65,1929.8,2024-01-16 11:08:00,Bob
1116,Variant_C,Cast_Iron,Fatigue,Weld_Joint,227.566,1.8249,0.8789,200,1.26,1421.0,2024/09/08 00:21,Diana
1992,Variant_C,cast_iron,Dynamic,Mounting_Hole,271.376,2.565,0.737,200,2.48,1250.9,2024-01-21 08:47:00,Diana
1356,Variant_B,Steel,stat.,Base_Plate,101.567,5.7564,2.4614,250,2.69,2324.8 sec,2024-12-01 06:12:00,Diana
1552,Variant_B,Cast_Iron,Fatigue,Rib_Section,155.05,2.1673,1.2899,200,3.46,1289.4,2024-05-21 00:10:00,Carlos
1044,Variant_C,Titanium,Static,Weld_Joint,106.07,3.8131,,880,2.52,3577.8,2024-10-07 19:24:00,Alice
665,Variant_C,Stl,Dynamic,Weld_Joint,250.064,0.6924,0.9997,250,1.82,1635.8,2024-06-28 21:38:00,Bob
852,Variant_A,Aluminum,DYNAMIC,Mounting_Hole,232.715,,1.1602,270,3.61,94.4,2024-08-27 21:59:00,Alice
770,Variant_C,Cast_Iron,Dynamic,Bracket_Arm,108.426,2.7452,1.8446,200,2.0,2778.1,2024-03-01 04:12:00,Alice
381,Variant_A,Titanium,STATIC,Rib_Section,111.483,0.0008446,7.8936,880,4.46,2089.4,2024-03-10 06:52:00,Diana
22,Variant_B,C.Iron,fatigue,Bracket_Arm,164.515,4.5508,1.2157,200,2.09,364.4,"May 15, 2024",Diana
970,Variant_B,Steel,Static,Weld_Joint,241.778,2.5111,1.034,250,2.95,2956.9,2024-02-04 15:43:00,Alice
680,Variant_C,Titanum,dyn.,Base_Plate,93.212,6.9992,9.4408,880,1.91,3381.2,2024-01-05 22:59:00,Diana
1514,Variant_C,Steel,Static,Weld_Joint,161.137,4.6255,1.5515,250,2.83,1596.0,2024-10-31 11:30:00,Alice
136,Variant_A,Steel,Dynamic,Bracket_Arm,102.501,5.8048,2.439,250,3.28,1767.4,2024-12-21 09:57:00,Alice
635,Variant_C,Steel,FATIGUE,Weld_Joint,168.63,3.6911,1.4825,250,1.93,1052.0,2024-07-15 12:39:00,Carlos
871,Variant_C,Steel,Dynamic,Base_Plate,73.098,6.7634,3.4201,250,2.01,1905.8,2024-03-28 18:04:00,Alice
523,Variant_C,aluminum,static,Weld_Joint,228.486,6.052,1.1817,270,2.95,1435.7,2024-06-01 09:29:00,Carlos
197,Variant_C,steeL,dynamic,Base_Plate,124.421,2.9043,2.0093,250,2.57,1224.2,2024-02-07 09:29:00,Diana
745,Variant_D,Aluminium,Static,Mounting_Hole,254.118,3.6862,1.0625,270,4.14,720.6,2024-12-16 11:22:00,Carlos
1257,Variant_D,Cast_Iron,FATIGUE,Mounting_Hole,,3.3011,0.616,200,4.51,2694.7,2024-08-08 05:11:00,Carlos
994,Variant_D,Cast_Iron,Dynamic,Weld_Joint,285.965,0.0069973,0.6994,200,4.06,2704.7,2024-11-20 06:54:00,Diana
1492,Variant_B,Cast Iron,Static,Bracket_Arm,103.484,4.0367,1.9327,200,1.71,755.3,2024-06-12 04:48:00,TBD
1653,Variant_D,cast_iron,Dyn,Weld_Joint,272.901,2.1801,0.7329,200,5.35,549.6,2024-05-17 15:46:00,Bob
244,Variant_A,Titanium,Fatigue,Mounting_Hole,162.737,3.11,5.4075,880,2.08,601.3,2024-12-29 02:35:00,Carlos
781,Variant_D,Titanium,Dynamic,Base_Plate,14.812,7.0348,59.4113,880,3.37,76.4,2024-10-21 19:22:00,Bob
79,Variant_A,Steel,Fatigue,Rib_Section,57.989,7.5788,4.3112,250,3.92,577.5,2024-03-10 14:11:00,Alice
1305,Variant_D,Aluminum,Fat,Rib_Section,53.573,4.1814,5.0399,270,4.72,1211.3,2024-12-21 10:33:00,Carlos
1788,Variant_D,Aluminum,Dynamic,Mounting_Hole,250.964,,1.0759,270,3.79,907.2,2024-05-31 22:28:00,Carlos
442,Variant_B,Titanium,Static,Weld_Joint,171.254,0.6233,5.1386,880,2.8,44.9,2024-12-30 07:22:00,Diana
1376,Variant_A,aluminum,Fatigue,Weld_Joint,135.001 MPa,1.2977,2.0,270,3.87,1551.8,2024-11-04 03:24:00,Diana
542,Variant_B,CAST_IRON,Dynamic,Base_Plate,112.488,7.6655,1.778,200,1.73,914.0,2024-01-15 21:56:00,Bob
1986,Variant_A,Titanium,dyn.,Base_Plate,114.87,7.9719,7.6608,880,3.39,2789.1,2024-10-19 05:28:00,Alice
1508,Variant_A,Titanium,Static,Weld_Joint,77.898,7.6125,11.2968,880,2.48,2580.1,2024-09-29 03:17:00,Bob
1396,Variant_B,Cast_Iron,STATIC,Bracket_Arm,86.546,1.5257,2.3109,200,2.52,1236.1,2024-04-24 01:47:00,Bob
1023,Variant_B,titan,fatigue,TBD,129.668,2.1014,6.7866,880,1.73,1859.9,2024-08-02 05:26:00,Bob
158,Variant_C,STEEL,Dynamic,Mounting_Hole,244.324,5.1394,1.0232,250,1.34,2197.3,2024-04-07 03:54:00,Diana
1138,Variant_B,Steel ,Fatigue,Mounting_Hole,252.339,2.0883,0.9907,250,2.26,3392.6,2024-04-23 07:31:00,Carlos
280, Variant_C ,Aluminum,Fatigue,Rib_Section,69.835,6.4577,3.8663,270,2.06,1671.0,2024-06-11 15:22:00,Carlos
340,Variant_A,Aluminum,Static,Base_Plate,51.033,1.7575,,270,3.91,2155.2,2024-08-31 08:02:00,Alice
1603, Variant_C ,Cast_Iron,Static,,49.09,,4.0741,200,1.47,2694.6,2024-11-18 05:09:00,Alice
1444,Variant_A,Aluminium,Dynamic,Rib_Section,127.007,4.5377,-9999.0,270,2.55,2365.4,"July 10, 2024",Bob
1917,Variant_C,Titanium,Fatigue,Weld_Joint,137.962,1.8826,6.3786,880,1.71,1445.7,2024-12-31 19:31:00,Diana
527,Variant_A, Steel,Fatigue,Weld_Joint,277.115,5.5804,0.9022,250,4.15,327.1,2024-01-25 22:07:00,Diana
1215,Variant_D,Aluminum,DYNAMIC,Mounting_Hole,136.181,7.9329,1.9827,270,3.6,3540.1,2024-03-23 05:53:00,Alice
443,Variant_A,titanium,Dynamic,Bracket_Arm,,2.5298,3.8553,880,4.01,1433.5,2024-01-16 12:54:00,Diana
155,Variant_D,Titanium,fatiq,Base_Plate,85.596,4.8169,10.2809,880,3.4,2954.5,2024-08-02 18:47:00,Bob
1598,Variant_C,Cast_Iron,static,Base_Plate,53.91,7.9259,3.7099,200,1.53,2731.7,2024-05-20 11:17:00,
1257,Variant_D,cast_iron,FATIGUE,Mounting_Hole,,3.3011,0.616,200,4.51,2694.7 sec,2024-08-08 05:11:00,Carlos
523,Variant_C,aluminum,Static,Weld_Joint,228.486,6.052,1.1817,270,2.95,1435.7,2024-06-01 09:29:00,Carlos
247,Variant_D,Aluminum,Fatigue,Weld_Joint,213.241,0.4706,1.2662,270,4.44,1252.5,2024-02-03 09:25:00,Diana
577,Variant_B,Titanium,Dynamic,,325.584,3.0688,2.7028,880,3.98,2281.4,2024-05-30 06:48:00,Diana
