node_id,design_variant,material,load_case,component_zone,von_mises_stress_MPa,displacement_mm,safety_factor,yield_strength_MPa,mesh_size_mm,simulation_time_sec,simulation_date,analyst,failure_risk,stress_ratio,perf_score
172,Variant_A,Aluminum,Dynamic,Mounting_Hole,194.244,7.920999999999999,1.39,270,4.22,1143.4,2024-04-10 14:07:00,Carlos,High,0.7194,0.224
173,Variant_B,Steel,Static,Weld_Joint,224.412,1.133,1.114,250,2.52,1763.6,2024-08-19 05:57:00,Diana,High,0.8976,0.106
174,Variant_D,Steel,Dynamic,Mounting_Hole,239.362,2.7113,1.0444,250,2.72,482.8,2024-06-08 10:05:00,Diana,High,0.9574,0.0673
175,Variant_D,Steel,Dynamic,Rib_Section,96.59,1.8179,2.5883,250,5.41,2860.7,2024-02-12 09:38:00,Bob,Low,0.3864,0.4717
176,Variant_B,Titanium,Dynamic,Rib_Section,174.279,6.4557,5.0494,880,3.51,89.0,2024-06-05 00:00:00,Diana,Low,0.198,0.6832
177,Variant_A,Aluminum,Dynamic,Base_Plate,82.413,1.7717,3.2762,270,4.83,695.6,2024-12-04 06:27:00,Alice,Low,0.3052,0.5479
178,Variant_C,Cast_Iron,Fatigue,Weld_Joint,162.822,3.2243,1.2283,200,1.61,2826.3,2024-02-16 06:52:00,Bob,High,0.8141,0.1607
179,Variant_B,Titanium,Static,Mounting_Hole,275.584,4.1396,3.1932,880,2.26,3204.5,2024-06-10 07:42:00,Bob,Low,0.3132,0.5398
180,Variant_D,Titanium,Static,Rib_Section,74.629,3.6112,11.7917,880,5.86,2339.3,2024-12-22 17:15:00,Carlos,Low,0.0848,0.9491
181,Variant_C,Cast_Iron,Fatigue,Base_Plate,49.725,6.7775,4.0221,200,1.8,1200.6,2024-09-23 16:36:00,Carlos,Low,0.2486,0.6117
182,Variant_D,Steel,Static,Base_Plate,99.428,1.3683,2.5144,250,3.44,3261.3,2024-03-26 09:56:00,Bob,Low,0.3977,0.462
183,Variant_A,Steel,Fatigue,Rib_Section,55.43,5.4409,4.5102,250,3.58,404.5,2024-09-23 15:55:00,Diana,Low,0.2217,0.6474
184,Variant_B,Aluminum,Static,Rib_Section,98.272,7.8565,2.7475,270,1.93,255.0,2024-04-30 12:13:00,Carlos,Low,0.364,0.4915
185,Variant_A,Steel,Static,Rib_Section,121.697,1.3129,2.0543,250,3.08,1751.0,2024-08-30 12:30:00,Bob,Medium,0.4868,0.3901
186,Variant_D,Cast_Iron,Fatigue,Bracket_Arm,117.265,3.95355,1.7055,200,4.57,1252.6,2024-08-20 16:27:00,Diana,Medium,0.5863,0.3164
187,Variant_A,Titanium,Static,Weld_Joint,186.389,4.1617,4.7213,880,4.6,3587.6,2024-08-24 01:10:00,Diana,Low,0.2118,0.6618
188,Variant_C,Cast_Iron,Static,Bracket_Arm,155.197,3.1875,1.2887,200,1.07,2458.5,2024-04-28 02:37:00,Alice,High,0.776,0.1859
189,Variant_A,Steel,Fatigue,Mounting_Hole,198.845,0.1392,1.2573,250,3.28,2142.3,2024-09-08 12:59:00,Diana,High,0.7954,0.1731
190,Variant_B,Aluminum,Fatigue,Mounting_Hole,204.334,6.6517,1.3214,270,3.17,2767.4,2024-06-14 23:29:00,Carlos,High,0.7568,0.1988
191,Variant_A,Steel,Static,Bracket_Arm,112.526,1.862,2.2217,250,4.57,3248.0,2024-09-21 22:49:00,Bob,Medium,0.4501,0.4188
192,Variant_A,Steel,Fatigue,Base_Plate,65.662,1.6224,3.8074,250,3.56,281.8,2024-06-24 09:46:00,Diana,Low,0.2626,0.5947
193,Variant_C,Cast_Iron,Fatigue,Base_Plate,39.836,0.1274,5.0206,200,2.43,1383.4,2024-06-02 00:00:00,Alice,Low,0.1992,0.6813
194,Variant_D,Titanium,Fatigue,Weld_Joint,149.899,1.4713,5.8706,880,3.34,541.1,2024-11-13 20:03:00,Bob,Low,0.1703,0.7326
195,Variant_C,Steel,Fatigue,Bracket_Arm,140.993,4.4673,1.7731,250,1.38,2049.6,2024-02-01 22:16:00,Carlos,Medium,0.564,0.3325
196,Variant_A,Cast_Iron,Dynamic,Mounting_Hole,222.485,2.418,0.8989,200,4.63,2699.0,2024-04-10 00:00:00,Alice,High,1.1124,0.036
197,Variant_D,Aluminum,Dynamic,Base_Plate,128.34,1.0078,2.1038,270,4.9,638.7,2024-01-22 21:59:00,Bob,Medium,0.4753,0.399
198,Variant_C,Aluminum,Dynamic,Weld_Joint,225.479,3.7273500000000004,1.1975,270,1.93,1073.8,2024-01-16 06:36:00,Diana,High,0.8351,0.1468
199,Variant_A,Cast_Iron,Fatigue,Weld_Joint,206.916,6.6316,0.9666,200,4.82,1303.6,2024-07-12 02:35:00,Carlos,High,1.0346,0.0387
200,Variant_B,Aluminum,Static,Base_Plate,81.173,0.6829,3.3262,270,2.05,3544.9,2024-05-09 06:07:00,Bob,Low,0.3006,0.5527
201,Variant_A,Titanium,Fatigue,Base_Plate,95.236,1.0163,9.2402,880,2.91,705.6,2024-02-12 10:14:00,Diana,Low,0.1082,0.9047
202,Variant_B,Steel,Dynamic,Base_Plate,87.725,3.6405,2.8498,250,3.4,3044.4,2024-07-07 03:48:00,Carlos,Low,0.3509,0.5035
203,Variant_A,Aluminum,Static,Base_Plate,68.049,6.9362,3.9677,270,3.38,2265.7,2024-07-24 16:21:00,Bob,Low,0.252,0.6075
204,Variant_B,Cast_Iron,Fatigue,Weld_Joint,200.228,7.2447,0.9989,200,2.89,2870.2,2024-03-02 00:00:00,,High,1.0011,0.04
205,Variant_D,Cast_Iron,Static,Weld_Joint,190.95,4.1902,1.0474,200,4.81,3329.5,2024-04-02 23:06:00,Diana,High,0.9548,0.069
206,Variant_A,Cast_Iron,Dynamic,Bracket_Arm,147.381,2.5357,1.357,200,2.54,1545.4,2024-05-25 08:12:00,Alice,High,0.7369,0.2121
207,Variant_B,Steel,Fatigue,Bracket_Arm,126.227,4.2635,1.9806,250,3.29,985.6,2024-08-21 15:02:00,Bob,Medium,0.5049,0.3763
208,Variant_B,Cast_Iron,Fatigue,Rib_Section,122.202,6.0242,1.6366,200,3.67,596.2,2024-02-16 15:22:00,,Medium,0.611,0.2989
209,Variant_D,Titanium,Fatigue,Bracket_Arm,127.124,5.8997,6.9224,880,4.45,161.1,2024-01-14 20:31:00,Carlos,Low,0.1445,0.7902
210,Variant_A,Steel,Dynamic,Rib_Section,153.867,7.5744,1.6248,250,2.05,408.1,2024-12-10 23:34:00,Diana,Medium,0.6155,0.2957
211,Variant_A,Aluminum,Fatigue,Rib_Section,121.058,2.3409,2.2303,270,4.38,838.5,2024-09-10 21:34:00,Alice,Medium,0.4484,0.4202
212,Variant_A,Steel,Fatigue,Rib_Section,104.664,7.8531,2.3886,250,3.4,2570.1,2024-08-04 06:18:00,Bob,Medium,0.4187,0.4443
213,Variant_C,Aluminum,Static,Base_Plate,61.952,5.1316,4.3582,270,2.02,3247.5,2024-12-12 04:13:00,Alice,Low,0.2295,0.6366
214,Variant_C,Steel,Fatigue,Bracket_Arm,130.331,0.5767,1.9182,250,2.3,938.2,2024-05-26 11:55:00,Alice,Medium,0.5213,0.3639
215,Variant_C,Titanium,Fatigue,Base_Plate,70.736,3.0759,12.4406,880,1.68,1955.6,2024-04-01 12:39:00,Alice,Low,0.0804,0.9518
216,Variant_D,Cast_Iron,Fatigue,Base_Plate,85.63,3.4722,2.3356,200,3.35,1984.1,2024-12-21 13:46:00,Diana,Medium,0.4282,0.4365
217,Variant_B,Cast_Iron,Static,Rib_Section,92.773,0.5298,2.1558,200,3.46,3417.5,2024-10-28 08:51:00,Alice,Medium,0.4639,0.4079
218,Variant_B,Steel,Dynamic,Rib_Section,124.486,2.4741,2.0083,250,2.11,3160.4,2024-06-08 05:46:00,Bob,Medium,0.4979,0.3816
219,Variant_D,Titanium,Fatigue,Weld_Joint,147.294,3.4528,5.9744,880,5.89,917.9,2024-08-26 09:43:00,Bob,Low,0.1674,0.7385
220,Variant_A,Steel,Static,Rib_Section,81.031,4.6702,3.0852,250,2.15,70.4,2024-08-21 00:27:00,Bob,Low,0.3241,0.5289
221,Variant_A,Steel,Fatigue,Base_Plate,70.631,4.0361,3.5395,250,3.98,2560.3,2024-02-14 15:46:00,Carlos,Low,0.2825,0.5721
222,Variant_C,Aluminum,Dynamic,Weld_Joint,348.163,7.1845,0.7755,270,1.08,2921.4,2024-10-20 21:46:00,Alice,High,1.2895,0.031
223,Variant_C,Titanium,Fatigue,Rib_Section,92.988,4.2527,9.4636,880,2.36,2468.2,2024-11-21 22:23:00,Alice,Low,0.1057,0.9151
224,Variant_D,Titanium,Dynamic,Base_Plate,104.417,3.081,8.4277,880,5.04,119.9,2024-08-29 17:51:00,Bob,Low,0.1187,0.8659
225,Variant_C,Steel,Fatigue,Bracket_Arm,178.034,3.9187,1.4042,250,1.67,1637.4,2024-10-25 16:14:00,Carlos,High,0.7121,0.2289
226,Variant_B,Cast_Iron,Dynamic,Mounting_Hole,304.774,0.9851,0.6562,200,3.91,1797.8,2024-03-20 06:48:00,Carlos,High,1.5239,0.0262
227,Variant_D,Aluminum,Fatigue,Base_Plate,43.65,5.4445,6.1856,270,3.17,237.5,2024-05-25 06:05:00,Carlos,Low,0.1617,0.7504
228,Variant_A,Titanium,Dynamic,Rib_Section,137.103,3.2391,6.4185,880,3.97,1197.5,2024-03-30 06:08:00,Carlos,Low,0.1558,0.7633
229,Variant_B,Titanium,Static,Base_Plate,113.195,5.5094,7.7742,880,2.74,1860.5,2024-07-15 02:56:00,Alice,Low,0.1286,0.8338
230,Variant_A,Aluminum,Dynamic,Bracket_Arm,90.831,2.7436,2.9726,270,2.77,3462.7,2024-07-27 23:31:00,Carlos,Low,0.3364,0.5171
231,Variant_A,Titanium,Static,Base_Plate,61.427,3.0783,14.3259,880,2.15,3080.2,2024-08-09 12:12:00,Bob,Low,0.0698,0.9581
232,Variant_B,Steel,Static,Base_Plate,90.572,2.6245,2.7602,250,2.0,894.6,2024-08-16 21:42:00,Alice,Low,0.3623,0.493
233,Variant_D,Titanium,Dynamic,Rib_Section,69.727,7.7486,12.6206,880,3.71,2185.0,2024-07-12 12:05:00,Bob,Low,0.0792,0.9525
234,Variant_A,Steel,Dynamic,Mounting_Hole,252.427,2.4163,0.9904,250,2.32,2094.3,2024-09-28 01:18:00,Diana,High,1.0097,0.0396
235,Variant_B,Titanium,Dynamic,Rib_Section,93.565,6.8362,9.4052,880,1.65,2481.8,2024-03-04 20:42:00,Carlos,Low,0.1063,0.9124
236,Variant_B,Titanium,Fatigue,Bracket_Arm,114.697,1.4259,7.6724,880,3.03,3146.7,2024-09-14 22:43:00,Diana,Low,0.1303,0.8287
237,Variant_B,Titanium,Dynamic,Weld_Joint,221.027,1.248,3.9814,880,3.93,3061.1,2024-06-01 18:25:00,Bob,Low,0.2512,0.6085
238,Variant_D,Steel,Static,Rib_Section,64.945,3.2963,3.8494,250,3.18,888.7,2024-02-15 23:51:00,Alice,Low,0.2598,0.5981
239,Variant_D,Aluminum,Dynamic,Base_Plate,44.306,5.0191,6.094,270,5.07,650.5,2024-01-19 14:57:00,Diana,Low,0.1641,0.7453
240,Variant_B,Steel,Fatigue,Bracket_Arm,162.232,4.1673,1.541,250,2.07,2787.2,2024-07-23 10:17:00,Alice,Medium,0.6489,0.2723
241,Variant_A,Steel,Fatigue,Bracket_Arm,74.924,3.9506,3.3367,250,4.04,1096.0,2024-02-26 07:07:00,Alice,Low,0.2997,0.5536
242,Variant_A,Aluminum,Static,Weld_Joint,168.52,2.7767,1.6022,270,3.44,2367.0,2024-09-28 00:00:00,Carlos,Medium,0.6241,0.2896
243,Variant_B,Steel,Static,Weld_Joint,177.604,7.9433,1.4076,250,3.0,1442.5,2024-08-06 07:29:00,Diana,High,0.7104,0.2301
244,Variant_D,Titanium,Static,Bracket_Arm,139.52,2.8765,6.3073,880,4.71,3295.4,2024-09-08 00:06:00,Alice,Low,0.1585,0.7572
245,Variant_A,Aluminum,Dynamic,Base_Plate,109.902,1.3432,2.4567,270,3.29,1567.0,2024-07-17 17:07:00,Carlos,Medium,0.407,0.4541
246,Variant_D,Steel,Fatigue,Bracket_Arm,104.661,3.95355,2.3887,250,5.86,1432.1,2024-01-04 22:27:00,Carlos,Medium,0.4186,0.4444
247,Variant_B,Steel,Dynamic,Base_Plate,122.056,4.5785,2.0482,250,3.99,1877.3,2024-06-22 20:11:00,Diana,Medium,0.4882,0.389
248,Variant_B,Cast_Iron,Fatigue,Weld_Joint,271.463,2.0633,0.7367,200,3.53,216.3,2024-03-01 04:56:00,Bob,High,1.3573,0.0295
249,Variant_C,Steel,Static,Mounting_Hole,133.975,1.2747,1.866,250,1.19,1656.7,2024-06-23 12:46:00,Alice,Medium,0.5359,0.3531
250,Variant_A,Cast_Iron,Fatigue,Base_Plate,53.053,4.1794,3.7698,200,4.67,532.3,2024-01-17 21:18:00,Diana,Low,0.2653,0.5916
251,Variant_A,Titanium,Fatigue,Bracket_Arm,109.457,5.0816,8.0397,880,4.54,695.5,2024-05-20 11:52:00,Diana,Low,0.1244,0.8469
252,Variant_D,Steel,Static,Bracket_Arm,109.226,6.6119,2.2888,250,5.83,2640.9,2024-10-28 13:03:00,Carlos,Medium,0.4369,0.4294
253,Variant_A,Cast_Iron,Fatigue,Bracket_Arm,94.717,3.95355,2.1116,200,4.99,1235.0,2024-04-09 07:38:00,Bob,Medium,0.4736,0.4003
254,Variant_C,Cast_Iron,Dynamic,Weld_Joint,173.921,6.3136,1.1499,200,1.49,3214.0,2024-07-24 01:36:00,Bob,High,0.8696,0.1242
255,Variant_A,Cast_Iron,Fatigue,Weld_Joint,196.405,2.9576,1.0183,200,3.17,2583.2,2024-06-21 20:47:00,Carlos,High,0.982,0.0515
256,Variant_D,Titanium,Fatigue,Base_Plate,50.54,3.8921,17.412,880,3.02,138.6,2024-11-10 13:59:00,Alice,Low,0.0574,0.9656
257,Variant_A,Cast_Iron,Dynamic,Base_Plate,107.21,3.4256,1.8655,200,3.52,609.2,2024-02-22 22:54:00,,Medium,0.536,0.353
258,Variant_C,Cast_Iron,Static,Weld_Joint,185.346,4.0373,1.0791,200,2.46,2469.9,2024-04-02 10:27:00,Bob,High,0.9267,0.0871
259,Variant_C,Titanium,Fatigue,Rib_Section,91.844,3.6112,9.5815,880,2.82,948.8,2024-01-26 04:01:00,Diana,Low,0.1044,0.9206
260,Variant_B,Cast_Iron,Dynamic,Mounting_Hole,344.877,4.0261,0.5799,200,3.54,627.3,2024-06-03 18:46:00,Alice,High,1.7244,0.0232
261,Variant_C,Aluminum,Fatigue,Base_Plate,19.668,3.8921,13.7279,270,1.91,3582.3,2024-07-26 14:13:00,,Low,0.0728,0.9563
262,Variant_D,Steel,Dynamic,Mounting_Hole,166.93,0.8392,1.4976,250,3.66,1403.9,2024-12-22 14:31:00,Alice,High,0.6677,0.2593
263,Variant_C,Titanium,Fatigue,Base_Plate,54.831,3.8509,16.0493,880,1.69,1810.9,2024-01-10 01:27:00,Alice,Low,0.0623,0.9626
264,Variant_B,Cast_Iron,Static,Bracket_Arm,146.064,4.3895,1.3693,200,3.89,1647.3,2024-04-17 15:14:00,Diana,High,0.7303,0.2166
265,Variant_B,Steel,Dynamic,Base_Plate,117.143,3.9926,2.1341,250,2.31,340.3,2024-12-05 20:39:00,Carlos,Medium,0.4686,0.4042
266,Variant_D,Cast_Iron,Static,Bracket_Arm,158.882,4.8824,1.2588,200,5.59,889.7,2024-05-21 12:09:00,Diana,High,0.7944,0.1737
267,Variant_B,Steel,Dynamic,Rib_Section,188.35,1.6638,1.3273,250,2.72,3307.9,2024-02-09 03:52:00,Bob,High,0.7534,0.2011
268,Variant_D,Titanium,Static,Rib_Section,91.21,7.4935,9.6481,880,3.22,170.5,2024-09-04 03:15:00,Diana,Low,0.1036,0.9238
269,Variant_B,Cast_Iron,Dynamic,Bracket_Arm,163.252,5.2727,1.2251,200,1.91,3355.7,2024-04-05 10:53:00,Diana,High,0.8163,0.1592
270,Variant_D,Aluminum,Dynamic,Rib_Section,120.047,1.1612,2.2491,270,3.56,2257.7,2024-05-23 12:23:00,Alice,Medium,0.4446,0.4232
271,Variant_D,Aluminum,Fatigue,Bracket_Arm,131.32,3.4173,2.056,270,3.3,2194.1,2024-05-24 22:47:00,Alice,Medium,0.4864,0.3904
272,Variant_C,Steel,Dynamic,Weld_Joint,196.544,3.3317,1.272,250,1.46,2152.7,2024-12-07 10:55:00,Alice,High,0.7862,0.1792
273,Variant_B,Cast_Iron,Static,Weld_Joint,181.507,0.9036,1.1019,200,1.54,1148.6,2024-11-07 08:35:00,Carlos,High,0.9075,0.0996
274,Variant_D,Aluminum,Static,Mounting_Hole,184.008,4.0261,1.4673,270,3.52,3449.8,2024-10-12 09:14:00,Carlos,High,0.6815,0.2498
275,Variant_C,Aluminum,Static,Mounting_Hole,188.912,6.4706,1.4292,270,2.88,3315.4,2024-03-14 23:12:00,Diana,High,0.6997,0.2373
276,Variant_A,Cast_Iron,Static,Rib_Section,119.713,3.0673,1.6707,200,2.95,2219.4,2024-10-12 19:13:00,Bob,Medium,0.5986,0.3077
277,Variant_D,Cast_Iron,Dynamic,Rib_Section,155.286,3.7593,1.2879,200,2.71,1855.4,2024-07-13 05:03:00,Carlos,High,0.7764,0.1857
278,Variant_B,Steel,Static,Weld_Joint,173.383,2.0641,1.4419,250,3.46,2711.2,2024-07-03 13:36:00,Alice,High,0.6935,0.2416
279,Variant_B,Steel,Dynamic,Mounting_Hole,380.195,6.4125,0.6576,250,2.77,2837.3,2024-03-31 22:27:00,Carlos,High,1.5208,0.0263
280,Variant_C,Cast_Iron,Fatigue,Bracket_Arm,64.046,1.7036,3.1228,200,2.36,1929.4,2024-08-17 13:14:00,Bob,Low,0.3202,0.5328
281,Variant_B,Cast_Iron,Fatigue,Rib_Section,87.107,7.169,2.296,200,2.59,2497.7,2024-08-03 01:40:00,Alice,Medium,0.4355,0.4305
282,Variant_A,Titanium,Static,Weld_Joint,199.767,4.6613,4.4051,880,2.19,1303.7,2024-03-21 02:17:00,Diana,Low,0.227,0.64
283,Variant_D,Titanium,Dynamic,Rib_Section,130.993,5.7487,6.7179,880,5.31,426.6,2024-08-27 13:26:00,Carlos,Low,0.1489,0.7794
285,Variant_B,Steel,Dynamic,Mounting_Hole,292.74,7.2478,0.854,250,3.71,1361.4,2024-07-29 09:47:00,Carlos,High,1.171,0.0342
286,Variant_A,Titanium,Dynamic,Bracket_Arm,172.791,0.5085,5.0929,880,4.41,1226.9,2024-11-16 15:38:00,Bob,Low,0.1964,0.6859
287,Variant_C,Steel,Static,Weld_Joint,219.69,1.989,1.138,250,1.82,2476.0,2024-12-31 15:15:00,,High,0.8788,0.1182
288,Variant_B,Titanium,Dynamic,Weld_Joint,229.56,0.1539,3.8334,880,2.56,3467.2,2024-11-10 11:15:00,,Low,0.2609,0.5968
289,Variant_B,Steel,Dynamic,Mounting_Hole,305.872,7.6626,0.8173,250,2.07,307.4,2024-03-05 22:28:00,Alice,High,1.2235,0.0327
290,Variant_D,Titanium,Fatigue,Weld_Joint,167.952,7.4124,5.2396,880,5.15,1528.1,2024-01-24 03:40:00,Diana,Low,0.1909,0.695
291,Variant_B,Titanium,Dynamic,Mounting_Hole,224.188,6.8619,3.9253,880,2.19,3302.4,2024-11-28 08:15:00,Alice,Low,0.2548,0.6041
292,Variant_B,Cast_Iron,Fatigue,Mounting_Hole,207.143,3.3645,0.9655,200,3.44,3206.3,2024-04-29 17:04:00,Diana,High,1.0357,0.0386
293,Variant_A,Steel,Dynamic,Bracket_Arm,144.847,1.1376,1.726,250,4.24,32.8,2024-03-23 21:18:00,Bob,Medium,0.5794,0.3214
294,Variant_B,Cast_Iron,Static,Mounting_Hole,161.414,0.8435,1.239,200,2.86,549.5,2024-02-25 13:02:00,Alice,High,0.8071,0.1653
295,Variant_B,Cast_Iron,Static,Base_Plate,97.691,6.6092,2.0473,200,3.57,2284.3,2024-10-17 01:27:00,Bob,Medium,0.4885,0.3888
296,Variant_A,Cast_Iron,Static,Weld_Joint,158.993,2.9372,1.2579,200,3.3,1658.2,2024-02-17 06:14:00,Alice,High,0.795,0.1733
297,Variant_B,Aluminum,Fatigue,Mounting_Hole,163.621,4.0261,1.6502,270,3.28,290.5,2024-12-05 01:15:00,Diana,Medium,0.606,0.3024
298,Variant_A,Cast_Iron,Dynamic,Bracket_Arm,168.15,2.7055,1.1894,200,2.69,350.2,2024-05-06 23:18:00,Diana,High,0.8408,0.1431
299,Variant_B,Cast_Iron,Dynamic,Mounting_Hole,102.121,6.1823,1.9585,200,2.49,640.3,2024-10-12 23:02:00,Alice,Medium,0.5106,0.372
300,Variant_A,Cast_Iron,Fatigue,Rib_Section,129.929,5.5569,1.5393,200,4.8,646.7,2024-08-04 01:19:00,Diana,Medium,0.6496,0.2718
301,Variant_A,Titanium,Fatigue,Bracket_Arm,157.496,4.3142,5.5874,880,2.61,1807.2,2024-11-01 12:09:00,,Low,0.179,0.7161
302,Variant_C,Titanium,Fatigue,Mounting_Hole,177.767,0.6241,4.9503,880,1.7,1817.2,2024-07-23 04:48:00,Carlos,Low,0.202,0.6768
303,Variant_D,Steel,Dynamic,Base_Plate,59.155,2.873,4.2262,250,5.36,2362.2,2024-05-07 05:36:00,Diana,Low,0.2366,0.6271
304,Variant_A,Cast_Iron,Static,Bracket_Arm,135.028,4.5772,1.4812,200,2.77,1029.5,2024-12-22 16:29:00,Alice,High,0.6751,0.2542
305,Variant_D,Cast_Iron,Static,Weld_Joint,173.626,3.45,1.1519,200,2.5,455.3,2024-07-03 00:27:00,Alice,High,0.8681,0.1252
306,Variant_C,Cast_Iron,Fatigue,Base_Plate,78.236,6.8975,2.5564,200,1.81,3324.2,2024-08-08 03:50:00,Alice,Low,0.3912,0.4675
307,Variant_D,Titanium,Fatigue,Weld_Joint,216.144,0.9289,4.0714,880,3.96,2510.5,2024-02-19 17:40:00,Carlos,Low,0.2456,0.6155
308,Variant_C,Aluminum,Fatigue,Weld_Joint,154.992,0.8281,1.742,270,1.68,249.6,2024-02-20 06:58:00,Diana,Medium,0.574,0.3253
309,Variant_C,Titanium,Dynamic,Base_Plate,71.216,6.6201,12.3568,880,2.35,179.6,2024-05-16 16:57:00,Alice,Low,0.0809,0.9515
310,Variant_D,Aluminum,Fatigue,Weld_Joint,134.141,7.9335,2.0128,270,5.76,734.7,2024-07-19 08:31:00,Diana,Medium,0.4968,0.3824
311,Variant_D,Aluminum,Fatigue,Rib_Section,79.225,3.0769,3.408,270,5.0,1658.8,2024-06-28 14:02:00,Carlos,Low,0.2934,0.5603
312,Variant_B,Cast_Iron,Dynamic,Base_Plate,74.24,0.0399,2.694,200,3.65,1929.8,2024-01-16 11:08:00,Bob,Low,0.3712,0.485
313,Variant_C,Cast_Iron,Fatigue,Weld_Joint,227.566,1.8249,0.8789,200,1.26,1421.0,2024-09-08 00:21:00,Diana,High,1.1378,0.0352
314,Variant_C,Cast_Iron,Dynamic,Mounting_Hole,271.376,2.565,0.737,200,2.48,1250.9,2024-01-21 08:47:00,Diana,High,1.3569,0.0295
315,Variant_B,Steel,Static,Base_Plate,101.567,5.7564,2.4614,250,2.69,2324.8,2024-12-01 06:12:00,Diana,Medium,0.4063,0.4547
316,Variant_B,Cast_Iron,Fatigue,Rib_Section,155.05,2.1673,1.2899,200,3.46,1289.4,2024-05-21 00:10:00,Carlos,High,0.7753,0.1864
317,Variant_C,Steel,Dynamic,Weld_Joint,250.064,0.6924,0.9997,250,1.82,1635.8,2024-06-28 21:38:00,Bob,High,1.0003,0.04
318,Variant_A,Aluminum,Dynamic,Mounting_Hole,232.715,4.0261,1.1602,270,3.61,94.4,2024-08-27 21:59:00,Alice,High,0.8619,0.1293
319,Variant_C,Cast_Iron,Dynamic,Bracket_Arm,108.426,2.7452,1.8446,200,2.0,2778.1,2024-03-01 04:12:00,Alice,Medium,0.5421,0.3485
320,Variant_A,Titanium,Static,Rib_Section,111.483,0.8446,7.8936,880,4.46,2089.4,2024-03-10 06:52:00,Diana,Low,0.1267,0.8397
321,Variant_B,Cast_Iron,Fatigue,Bracket_Arm,164.515,4.5508,1.2157,200,2.09,364.4,2024-05-15 00:00:00,Diana,High,0.8226,0.1551
322,Variant_B,Steel,Static,Weld_Joint,241.778,2.5111,1.034,250,2.95,2956.9,2024-02-04 15:43:00,Alice,High,0.9671,0.0611
323,Variant_C,Titanium,Dynamic,Base_Plate,93.212,6.9992,9.4408,880,1.91,3381.2,2024-01-05 22:59:00,Diana,Low,0.1059,0.9141
324,Variant_C,Steel,Static,Weld_Joint,161.137,4.6255,1.5515,250,2.83,1596.0,2024-10-31 11:30:00,Alice,Medium,0.6445,0.2754
325,Variant_A,Steel,Dynamic,Bracket_Arm,102.501,5.8048,2.439,250,3.28,1767.4,2024-12-21 09:57:00,Alice,Medium,0.41,0.4516
326,Variant_C,Steel,Fatigue,Weld_Joint,168.63,3.6911,1.4825,250,1.93,1052.0,2024-07-15 12:39:00,Carlos,High,0.6745,0.2546
327,Variant_C,Steel,Dynamic,Base_Plate,73.098,6.7634,3.4201,250,2.01,1905.8,2024-03-28 18:04:00,Alice,Low,0.2924,0.5614
328,Variant_C,Aluminum,Static,Weld_Joint,228.486,6.052,1.1817,270,2.95,1435.7,2024-06-01 09:29:00,Carlos,High,0.8462,0.1395
329,Variant_C,Steel,Dynamic,Base_Plate,124.421,2.9043,2.0093,250,2.57,1224.2,2024-02-07 09:29:00,Diana,Medium,0.4977,0.3818
330,Variant_D,Aluminum,Static,Mounting_Hole,254.118,3.6862,1.0625,270,4.14,720.6,2024-12-16 11:22:00,Carlos,High,0.9412,0.0778
331,Variant_D,Cast_Iron,Dynamic,Weld_Joint,285.965,6.9973,0.6994,200,4.06,2704.7,2024-11-20 06:54:00,Diana,High,1.4298,0.028
332,Variant_B,Cast_Iron,Static,Bracket_Arm,103.484,4.0367,1.9327,200,1.71,755.3,2024-06-12 04:48:00,,Medium,0.5174,0.3669
333,Variant_D,Cast_Iron,Dynamic,Weld_Joint,272.901,2.1801,0.7329,200,5.35,549.6,2024-05-17 15:46:00,Bob,High,1.3645,0.0293
334,Variant_A,Titanium,Fatigue,Mounting_Hole,162.737,3.11,5.4075,880,2.08,601.3,2024-12-29 02:35:00,Carlos,Low,0.1849,0.7054
335,Variant_D,Titanium,Dynamic,Base_Plate,14.812,7.0348,20.0,880,3.37,76.4,2024-10-21 19:22:00,Bob,Low,0.0168,0.9899
336,Variant_A,Steel,Fatigue,Rib_Section,57.989,7.5788,4.3112,250,3.92,577.5,2024-03-10 14:11:00,Alice,Low,0.232,0.6332
337,Variant_D,Aluminum,Fatigue,Rib_Section,53.573,4.1814,5.0399,270,4.72,1211.3,2024-12-21 10:33:00,Carlos,Low,0.1984,0.6826
338,Variant_D,Aluminum,Dynamic,Mounting_Hole,250.964,4.0261,1.0759,270,3.79,907.2,2024-05-31 22:28:00,Carlos,High,0.9295,0.0853
339,Variant_B,Titanium,Static,Weld_Joint,171.254,0.6233,5.1386,880,2.8,44.9,2024-12-30 07:22:00,Diana,Low,0.1946,0.6888
340,Variant_A,Aluminum,Fatigue,Weld_Joint,135.001,1.2977,2.0,270,3.87,1551.8,2024-11-04 03:24:00,Diana,Medium,0.5,0.38
341,Variant_B,Cast_Iron,Dynamic,Base_Plate,112.488,7.6655,1.778,200,1.73,914.0,2024-01-15 21:56:00,Bob,Medium,0.5624,0.3337
342,Variant_A,Titanium,Dynamic,Base_Plate,114.87,7.9719,7.6608,880,3.39,2789.1,2024-10-19 05:28:00,Alice,Low,0.1305,0.8281
343,Variant_A,Titanium,Static,Weld_Joint,77.898,7.6125,11.2968,880,2.48,2580.1,2024-09-29 03:17:00,Bob,Low,0.0885,0.9469
